,CO2,HR,OCC,DAY
60,-10.18333333,-2.84E-05,0,2
61,-6.333333333,-4.81E-06,0,2
62,-10.36666667,-1.67E-05,0,2
63,-4.526666667,-3.19E-05,0,2
64,-6.556666667,-1.03E-05,0,2
65,-11.37,-9.93E-06,0,2
66,-9.78,-3.11E-05,0,2
67,-6.85,-9.98E-06,0,2
68,-3.35,-1.54E-05,0,2
69,-8.733333333,-9.04E-07,0,2
70,-2.736666667,1.58E-06,0,2
71,-10.88666667,-1.46E-05,0,2
72,-1.993333333,-4.04E-06,0,2
73,0.693333333,-1.56E-05,0,2
74,-3.043333333,-1.97E-05,0,2
75,0.133333333,-2.50E-06,0,2
76,-10.38333333,-8.09E-07,0,2
77,1.3,-2.00E-05,0,2
78,-11.08333333,-1.15E-05,0,2
79,-6.35,-8.79E-06,0,2
80,4.6,-1.07E-05,0,2
81,-4.116666667,4.80E-06,0,2
82,2.206666667,-1.15E-05,0,2
83,-5.673333333,-1.02E-05,0,2
84,-2.41,-5.09E-06,0,2
85,-6.223333333,-7.09E-06,0,2
86,-0.15,-5.68E-06,0,2
87,-2.083333333,9.25E-07,0,2
88,1.52,-8.59E-06,0,2
89,-2.87,-7.98E-06,0,2
90,-4.22,-5.59E-06,0,2
91,-3.296666667,-2.10E-05,0,2
92,0.043333333,-9.86E-06,0,2
93,-0.06,-5.59E-06,0,2
94,-1.803333333,-8.13E-06,0,2
95,1.616666667,-3.49E-06,0,2
96,-7.48,-9.77E-06,0,2
97,0.733333333,-1.18E-05,0,2
98,0.666666667,-1.16E-06,0,2
99,-1.95,-5.24E-06,0,2
100,-0.53,-7.99E-07,0,2
101,-2.27,-1.65E-06,0,2
102,3.266666667,-5.77E-06,0,2
103,-5.873333333,3.80E-07,0,2
104,-1.086666667,-5.44E-06,0,2
105,-2.263333333,-1.48E-06,0,2
106,1.473333333,-7.26E-06,0,2
107,3.316666667,-6.24E-06,0,2
108,-3.18,-2.58E-06,0,2
109,-1.866666667,-1.21E-06,0,2
110,3.996666667,-1.32E-06,0,2
111,-3.7,-1.10E-05,0,2
112,1.25,-6.34E-07,0,2
113,-4.45,-2.87E-06,0,2
114,-0.03,-2.05E-06,0,2
115,1.583333333,-5.60E-06,0,2
116,-0.936666667,-9.48E-06,0,2
118,-5.816666667,-2.28E-06,0,3
119,1.286666667,3.03E-06,0,3
120,2.746666667,-2.28E-06,0,3
121,-3.75,1.82E-06,0,3
122,0.516666667,-2.12E-07,0,3
123,0.473333333,-3.17E-06,0,3
124,2.46,2.18E-06,0,3
125,-3.943333333,8.25E-07,0,3
126,2.86,2.12E-06,0,3
127,-0.153333333,3.90E-06,0,3
128,2.636666667,-9.56E-06,0,3
129,-2.756666667,8.04E-06,0,3
130,2.156666667,-8.10E-06,0,3
131,-0.8,-2.01E-06,0,3
132,-2.733333333,-1.99E-06,0,3
133,2.433333333,5.38E-06,0,3
134,-1.573333333,-7.03E-06,0,3
135,-3.993333333,-7.21E-06,0,3
136,-0.333333333,-1.93E-06,0,3
137,0.316666667,2.92E-06,0,3
138,-1.616666667,2.39E-06,0,3
139,0.55,2.07E-06,0,3
140,2.25,4.32E-06,0,3
141,-0.77,2.20E-06,0,3
142,-0.186666667,-3.88E-07,0,3
143,-1.776666667,-2.92E-06,0,3
144,-3.15,-1.45E-06,0,3
145,1.71,0,0,3
146,-2.97,0,0,3
147,1.326666667,0,0,3
148,-0.91,7.48E-07,0,3
149,4.493333333,1.17E-05,0,3
150,-9.366666667,-4.74E-06,0,3
151,2.416666667,3.99E-06,0,3
152,2.8,-1.36E-06,0,3
153,-3.46,7.64E-07,0,3
154,-1.8,2.34E-06,0,3
155,1.133333333,-3.87E-06,0,3
156,0.156666667,-5.51E-06,0,3
157,4.276666667,3.89E-06,0,3
158,-5.663333333,7.19E-06,0,3
159,0.01,-3.72E-06,0,3
160,1.28,6.25E-06,0,3
161,0.803333333,3.65E-07,0,3
162,-2.643333333,1.37E-06,0,3
163,-1.53,-2.50E-05,0,3
164,0.456666667,6.61E-06,0,3
165,2.033333333,7.63E-06,0,3
166,2.13,0,0,3
167,-4.876666667,-1.65E-06,0,3
168,2.203333333,5.61E-07,0,3
169,2.663333333,1.09E-06,0,3
170,-1.086666667,-1.91E-06,0,3
171,-1.366666667,0,0,3
172,-1.12,-2.73E-06,0,3
173,0.666666667,2.23E-06,0,3
174,1.693333333,7.63E-07,0,3
175,0.283333333,-1.36E-06,0,3
176,-1.86,3.00E-06,0,3
177,3.823333333,0,0,3
178,-1.533333333,0,0,3
179,-2.34,-1.03E-06,0,3
180,0.6,1.03E-06,0,3
181,0.5,-2.17E-06,0,3
182,2.57,3.53E-06,0,3
183,-2.846666667,-4.43E-06,0,3
184,2.67,7.09E-06,0,3
185,-1.726666667,4.92E-07,0,3
186,1.066666667,3.69E-06,0,3
187,-2.283333333,-1.48E-06,0,3
188,-0.25,2.22E-06,0,3
189,-1.163333333,-3.56E-06,0,3
190,2.38,4.23E-06,0,3
191,-2.493333333,-1.07E-06,0,3
192,2.863333333,4.95E-06,0,3
193,-1.67,-7.80E-07,0,3
194,0.1,2.22E-06,0,3
195,-1.4,6.83E-06,0,3
196,2.076666667,5.89E-06,0,3
197,0.3,1.34E-06,0,3
198,3.466666667,-1.07E-05,0,3
199,-4.71,2.69E-06,0,3
200,1.246666667,4.02E-06,0,3
201,-1.083333333,-1.34E-05,0,3
202,0.286666667,-1.33E-06,0,3
203,2.89,1.87E-06,0,3
204,4.08,6.14E-06,0,3
205,-1.796666667,4.40E-06,0,3
206,0.476666667,7.39E-07,0,3
207,-1.35,4.33E-07,0,3
208,5.273333333,1.15E-05,0.6,3
209,24.43666667,4.90E-05,0.4,3
210,15.13,4.01E-05,1,3
211,30.19333333,6.93E-05,1,3
212,19.92,6.31E-05,1,3
213,21.4,3.71E-05,1,3
214,21.02,2.74E-05,1,3
215,14.86666667,2.79E-05,1,3
216,20.29,2.18E-05,1,3
217,23.12,3.41E-05,1,3
218,14.00333333,2.28E-05,1,3
219,18.35333333,5.09E-06,1,3
220,12.41666667,1.93E-06,1,3
221,14.50666667,1.89E-05,1,3
222,6.936666667,9.15E-06,1,3
223,13.2,-4.64E-08,1,3
224,10.66666667,1.73E-05,1,3
225,11.68333333,1.78E-05,1,3
226,7.073333333,1.44E-05,1,3
227,6.076666667,3.53E-05,0.6,3
228,26.68333333,7.90E-05,1,3
229,41.20666667,9.08E-05,1,3
230,43.07,6.05E-05,1,3
231,26.65666667,5.42E-05,1,3
232,33.75,3.94E-05,1,3
233,14.58666667,2.26E-05,1,3
234,30.54666667,4.80E-05,1,3
235,28.73333333,4.76E-05,1,3
236,31.06666667,5.82E-05,1,3
237,8.033333333,1.48E-05,1,3
238,11.3,2.91E-05,1,3
239,24.58333333,5.69E-05,1,3
240,12.38666667,9.68E-06,1,3
241,1.126666667,2.54E-07,1,3
242,15.05,1.61E-05,1,3
243,27.4,2.35E-05,1,3
244,10.41809524,2.09E-05,1,3
245,10.40190476,3.37E-05,1,3
246,34.03809524,2.60E-05,1,3
247,-2.304761905,9.83E-07,1,3
248,11.34666667,8.90E-06,1,3
249,-3.186666667,1.81E-07,1,3
250,8.38,4.45E-06,1,3
251,-3.785,1.14E-05,1,3
252,8.365,3.41E-05,1,3
253,9.953333333,2.55E-06,1,3
254,-12.50666667,-3.17E-05,1,3
255,-20.57666667,-1.21E-05,1,3
256,-10.97333333,-1.92E-05,1,3
257,-9.836666667,-1.32E-05,1,3
258,-13.45857143,-9.62E-06,0.8,3
259,-37.7247619,-2.26E-05,1,3
260,-5.936666667,1.22E-06,1,3
261,-18.71666667,1.65E-05,1,3
262,-7.913333333,-3.44E-06,1,3
263,-9.343333333,-1.21E-05,1,3
264,0.273333333,6.13E-06,0.8,3
265,-12.18333333,-1.94E-05,0.6,3
266,-13.84333333,-5.79E-06,1,3
267,-3.81,-3.01E-06,1,3
268,-5.543333333,7.35E-06,1,3
269,-9.246666667,3.47E-06,1,3
270,2.966666667,8.06E-06,1,3
271,-8.86,2.97E-06,1,3
272,-9.276666667,-1.17E-05,1,3
273,-9.61,2.12E-06,1,3
274,2.546666667,1.22E-05,1,3
275,0.316666667,1.09E-05,0,3
276,-12.87666667,-1.50E-05,0,3
277,-30.02333333,-2.84E-05,0,3
278,-23.91666667,-3.37E-05,0,3
279,-17.98285714,4.20E-06,0.2,3
280,-0.317142857,-2.69E-06,0.2,3
281,-32.66333333,-1.66E-05,1,3
282,-4.866666667,1.26E-05,1,3
283,7.976666667,2.92E-05,1,3
284,11.71333333,3.08E-05,1,3
285,6.178571429,4.49E-06,1,3
286,5.581428571,1.99E-05,1,3
287,40.73,8.74E-05,1,3
288,37.25,8.90E-05,1,3
289,35.09,6.03E-05,1,3
290,32.07,5.61E-05,1,3
291,23.98,5.07E-05,1,3
292,33.52190476,4.90E-05,1,3
293,19.5147619,6.97E-05,1,3
294,27.36666667,5.48E-05,1,3
295,16.55666667,2.52E-05,1,3
296,26.64,3.06E-05,1,3
297,18.7,1.65E-05,1,3
298,14.45333333,3.71E-05,1,3
299,16.91,1.16E-05,1,3
300,18.26,6.05E-06,1,3
301,21.15761905,3.11E-05,1,3
302,19.46238095,-7.09E-06,1,3
303,20.34380952,2.40E-05,1,3
304,1.51952381,8.87E-06,1,3
305,23.38666667,2.75E-05,1,3
306,13.48,1.17E-05,1,3
307,8.996666667,1.58E-05,1,3
308,13.33,-6.60E-06,1,3
309,-7.233333333,5.40E-06,1,3
310,-12.38666667,-1.35E-05,1,3
311,-2.743333333,-1.77E-05,1,3
312,-0.319047619,4.38E-06,1,3
313,-2.614285714,1.50E-05,1,3
314,3.723333333,1.71E-05,1,3
315,13.68333333,1.17E-05,1,3
316,-9.013333333,-2.30E-05,1,3
317,0.196666667,6.52E-06,1,3
318,24.2,8.04E-06,1,3
319,-6.54,2.95E-06,1,3
320,5.552380952,1.70E-05,1,3
321,3.254285714,4.25E-06,1,3
322,-9.923333333,-2.08E-05,1,3
323,-17.73,-1.34E-05,1,3
324,-15.44666667,-1.29E-05,1,3
325,-5.066666667,-1.32E-05,1,3
326,-8.346666667,-2.85E-06,1,3
327,2.583333333,-1.55E-05,1,3
328,-31.63666667,-1.88E-05,1,3
329,-16.06,-2.18E-05,1,3
330,-9.556666667,-3.06E-05,1,3
331,-18.28,-2.58E-05,1,3
332,-24.01,-2.81E-05,1,3
333,-10.84666667,-2.59E-05,1,3
334,-17.98666667,-2.44E-05,1,3
335,-8.276666667,-3.36E-06,0.6,3
336,-17.13333333,-4.26E-05,0,3
337,-25.35,-3.87E-05,0,3
338,-32.76666667,-7.17E-05,0,3
339,-32.01666667,-6.24E-05,0,3
340,-32.38333333,-8.65E-05,0,3
341,-31.74,-5.72E-05,0,3
342,-26.99333333,-3.13E-05,0,3
343,-23.03333333,-5.60E-05,0,3
344,-26.1,-2.93E-05,0,3
345,-18.33333333,-3.00E-05,0,3
346,-13.24333333,-3.81E-05,0,3
347,-23.87666667,-1.90E-05,0,3
348,-12.21666667,-1.99E-05,0,3
349,-24.3,-3.83E-05,0,3
350,-16.39666667,-2.22E-05,0,3
351,-11.61,-1.52E-05,0,3
352,-17.31666667,-5.33E-05,0,3
353,-13.74666667,-1.79E-05,0,3
354,-5.526666667,-2.79E-05,0,3
355,-18.43333333,-3.40E-06,0,3
356,-15.55,-2.29E-05,0,3
357,-7.75,-2.63E-05,0,3
358,-13.36,-1.61E-05,0,3
359,-4.79,-1.86E-05,0,3
360,-12.30333333,-1.99E-05,0,3
361,-14.86333333,-1.21E-05,0,3
362,-10.37,-1.66E-05,0,3
363,-7.18,-1.46E-05,0,3
364,-5.98,-1.48E-05,0,3
365,-8.673333333,-2.11E-05,0,3
366,-7.463333333,-6.13E-06,0,3
367,-3.8,-3.04E-05,0,3
368,-8.616666667,-1.49E-05,0,3
369,-11.05,-1.56E-06,0,3
370,-4.966666667,-1.54E-05,0,3
371,-5.983333333,-1.72E-05,0,3
372,-10.36666667,-2.39E-05,0,3
373,-1.533333333,-3.39E-06,0,3
374,-5.716666667,-1.66E-05,0,3
375,-6.77,-1.10E-05,0,3
376,-5.226666667,-1.13E-05,0,3
377,-3.026666667,-6.19E-06,0,3
378,-0.376666667,-1.24E-05,0,3
379,-6.433333333,-1.36E-06,0,3
380,-0.303333333,-1.61E-05,0,3
381,-5.68,-7.73E-06,0,3
382,-5.276666667,-1.10E-05,0,3
383,-7.29,-2.00E-05,0,3
384,-2.473333333,-1.24E-05,0,3
385,-0.766666667,-3.30E-06,0,3
386,1.363333333,-4.41E-06,0,3
387,-5.4,-1.58E-05,0,3
388,-1.436666667,-7.19E-06,0,3
389,-2.4,-8.18E-06,0,3
390,0.386666667,-1.25E-05,0,3
391,-3.52,-8.05E-06,0,3
392,0.153333333,1.91E-07,0,3
393,-4.136666667,-1.31E-05,0,3
394,-1.353333333,1.95E-06,0,3
395,-2.086666667,-8.43E-06,0,3
396,-3.093333333,-2.55E-06,0,3
397,1.826666667,-6.04E-06,0,3
398,-0.603333333,-8.63E-06,0,3
399,-3.04,-4.63E-06,0,3
400,-4.27,-8.34E-06,0,3
401,4.8,-3.07E-06,0,3
402,-3.083333333,0,0,3
403,0.833333333,-9.54E-06,0,3
404,-5.1,-7.34E-06,0,3
405,NA,NA,NA,3
406,0.54,1.09E-06,0,4
407,0.846666667,-1.83E-06,0,4
408,-3.203333333,4.32E-06,0,4
409,-2.54,6.98E-06,0,4
410,-5.416666667,-1.15E-05,0,4
411,-0.596666667,1.84E-06,0,4
412,2.806666667,-9.80E-06,0,4
413,-2.913333333,-5.75E-06,0,4
414,-3.063333333,2.70E-06,0,4
415,-3.946666667,6.82E-06,0,4
416,0.236666667,-1.68E-06,0,4
417,-4.78,0,0,4
418,-0.94,-4.66E-06,0,4
419,-3.293333333,-9.61E-06,0,4
420,-1.093333333,1.85E-06,0,4
421,-1.74,2.07E-06,0,4
422,-3.08,3.91E-06,0,4
423,-0.373333333,3.18E-07,0,4
424,-1.353333333,4.49E-06,0,4
425,-3.116666667,-3.08E-06,0,4
426,-2.276666667,1.05E-07,0,4
427,-0.133333333,-1.30E-06,0,4
428,-0.55,0,0,4
429,-5.15,-7.46E-07,0,4
430,-4.45,-1.76E-06,0,4
431,-2.53,-2.50E-06,0,4
432,-0.253333333,2.17E-06,0,4
433,-0.366666667,-2.20E-06,0,4
434,-5.783333333,-7.56E-07,0,4
435,1.25,-3.32E-06,0,4
436,1.073333333,-6.07E-06,0,4
437,-1.373333333,0,0,4
438,0.433333333,0,0,4
439,-5.633333333,-3.34E-06,0,4
440,-3.303333333,-7.89E-06,0,4
441,-0.68,-1.30E-05,0,4
442,1.903333333,-5.16E-06,0,4
443,-0.566666667,-3.39E-07,0,4
444,-0.076666667,-2.09E-06,0,4
445,-3.76,-4.73E-06,0,4
446,0.21,-1.35E-05,0,4
447,-0.393333333,-5.76E-06,0,4
448,1.733333333,2.73E-06,0,4
449,-4.433333333,-3.54E-06,0,4
450,0.57,-2.83E-06,0,4
451,-0.098571429,1.42E-06,0,4
452,-1.361428571,-2.64E-06,0,4
453,-2.606666667,0,0,4
454,-5.763333333,0,0,4
455,3.16,-7.59E-07,0,4
456,-0.72,-8.09E-06,0,4
457,0.116666667,5.56E-07,0,4
458,1.87,1.21E-06,0,4
459,-1.816666667,-8.09E-06,0,4
460,-3.426666667,0,0,4
461,-1.636666667,0,0,4
462,1.496666667,0,0,4
463,-0.633333333,0,0,4
464,-0.52,0,0,4
465,1.706666667,-1.09E-05,0,4
466,-1.633333333,7.88E-07,0,4
467,-0.943333333,6.18E-06,0,4
468,-0.42,-1.64E-05,0,4
469,-3.1,3.99E-07,0,4
470,-1.623333333,-1.35E-05,0,4
471,4.026666667,-1.97E-06,0,4
472,-1.806666667,1.57E-06,0,4
473,3.213333333,-7.01E-06,0,4
474,-0.41,-7.54E-07,0,4
475,-3.32,-1.02E-06,0,4
476,0.036666667,-1.95E-05,0,4
477,-2.4,-5.90E-06,0,4
478,5.1,2.41E-06,0,4
479,1.176666667,-3.53E-06,0,4
480,-4.316666667,-2.99E-06,0,4
481,0.896666667,-7.63E-06,0,4
482,3.136666667,2.72E-06,0,4
483,0.783333333,-1.03E-06,0,4
484,-4.953333333,-8.64E-06,0,4
485,4.396666667,-6.70E-06,0,4
486,-0.296666667,-2.42E-06,0,4
487,1.953333333,-9.80E-07,0,4
488,-2.406666667,2.66E-07,0,4
489,-0.703333333,-7.98E-06,0,4
490,5.773333333,0,0,4
491,-1.046666667,-4.36E-06,0,4
492,-0.273333333,-2.11E-05,0,4
493,-3.83,-8.81E-06,0,4
494,7.27,-1.35E-05,0,4
495,-1.133333333,-1.77E-05,0,4
496,0.91,-1.20E-05,0.4,4
497,13.62666667,3.94E-05,1,4
498,18.42666667,3.91E-05,0.6,4
499,26.2,3.98E-05,0.4,4
500,12.39666667,3.86E-05,1,4
501,36.19190476,7.12E-05,1,4
502,20.6047619,4.38E-05,1,4
503,21.97333333,2.60E-05,1,4
504,21.77666667,3.43E-05,1,4
505,21.04666667,1.74E-05,1,4
506,20.79333333,6.13E-06,1,4
507,22.12666667,2.27E-05,0.6,4
508,9.233333333,3.80E-06,0,4
509,-5.54,-1.96E-05,1,4
510,18.11666667,2.80E-05,1,4
511,14.85666667,1.25E-05,1,4
512,27.86333333,1.63E-05,0.6,4
513,4.993333333,2.92E-05,1,4
514,25.89,6.16E-05,1,4
515,68.15,0.000144621,1,4
516,47.36,8.38E-05,1,4
517,18.08904762,2.24E-05,1,4
518,5.327619048,2.50E-05,0.6,4
519,1.566666667,3.92E-06,1,4
520,1.486666667,2.15E-05,1,4
521,8.07,1.38E-05,1,4
522,4.86,3.83E-05,1,4
523,24.27,5.44E-05,1,4
524,32.57333333,7.12E-05,1,4
525,26.70666667,5.31E-05,1,4
526,40.22,0.000107362,1,4
527,47.82,9.75E-05,1,4
528,36.17285714,7.32E-05,1,4
529,25.94380952,6.63E-05,1,4
530,-26.76666667,-7.83E-05,1,4
531,-16.40333333,1.45E-05,1,4
532,-1.163333333,1.93E-05,1,4
533,NA,NA,NA,4
534,NA,NA,1,4
535,-411.25,-6.74E-05,1,4
536,-15.15,-2.49E-05,1,4
537,-11.05,-1.49E-05,1,4
538,-4.45,-1.58E-05,0.4,4
539,5.7,8.98E-06,0,4
540,-1.466666667,-1.16E-05,0,4
541,-19.8,-3.29E-05,0,4
542,-1.866666667,-2.94E-05,0,4
543,-13.38333333,-1.78E-05,0,4
544,-10.28333333,-2.38E-05,0,4
545,-11.33333333,-2.43E-05,0,4
546,-6.833333333,-4.94E-06,0,4
547,-2.133333333,-2.30E-05,0,4
548,-9.433333333,-1.46E-05,0,4
549,-4.266666667,-1.27E-05,0,4
550,-13,-1.94E-05,0,4
551,-3.233333333,-1.08E-05,0,4
552,-6.966666667,-1.70E-05,0,4
553,-4.566666667,-4.03E-06,0,4
554,-5.933333333,-1.59E-05,0,4
555,-7.933333333,0,0,4
556,-1.7,-2.65E-05,0,4
557,-7.666666667,-2.02E-05,0,4
558,-3.5,-2.04E-05,0,4
559,-5.2,-4.97E-06,0,4
560,-3.366666667,-1.53E-05,0,4
561,-6,-1.17E-05,0,4
562,-6.933333333,-1.29E-05,0,4
563,-1.933333333,-1.22E-05,0,4
564,-2.966666667,-2.24E-05,0,4
565,1.666666667,-1.07E-05,0,4
566,-9.166666667,-1.29E-05,0,4
567,1.2,-6.87E-06,0,4
568,-2.5,-3.15E-05,0,4
569,-4.2,-2.56E-05,0,4
570,-2.6,-9.81E-06,0,4
571,-3.8,-1.39E-05,0,4
572,-5.8,-1.31E-05,0,4
573,0.2,-2.98E-05,0,4
574,-1.4,-2.58E-05,0,4
575,-0.55,-1.12E-05,0,4
576,-1.016666667,-1.44E-05,0,4
577,-6.9,-3.51E-06,0,4
578,0.3,-1.45E-05,0,4
579,-1.05,-3.36E-06,0,4
580,-2.483333333,-1.48E-05,0,4
581,0.033333333,-1.42E-05,0,4
582,-0.533333333,-1.25E-05,0,4
583,-1.15,4.18E-06,0,4
584,0.016666667,-1.40E-05,0,4
585,-1.666666667,-2.78E-06,0,4
586,-3.566666667,0,0,4
587,-2.933333333,0,0,4
588,-0.7,-2.49E-06,0,4
589,-0.6,-9.95E-06,0,4
590,0.566666667,-8.36E-07,0,4
591,-4.416666667,-4.14E-06,0,4
592,1.316666667,0,0,4
593,1.233333333,-7.46E-06,0,4
594,-6.266666667,0,0,4
595,-1.733333333,-7.59E-06,0,4
596,2.2,-1.14E-05,0,4
597,1.9,-1.14E-05,0,4
598,-2.2,-7.57E-06,0,4
599,-2,-4.70E-06,0,4
600,-2.033333333,-1.10E-05,0,4
601,4.033333333,-1.21E-05,0,4
602,-3.55,-5.17E-06,0,4
603,-0.05,-6.26E-06,0,4
604,-2.316666667,-7.83E-07,0,4
605,-0.183333333,4.61E-06,0,4
606,-2.166666667,-8.52E-06,0,4
607,-1.083333333,-4.70E-06,0,4
608,-6.05,1.92E-06,0,4
609,-3.633333333,1.90E-06,0,5
610,0.833333333,2.19E-06,0,5
611,1.266666667,0,0,5
612,-5.9,0,0,5
613,0.1,-5.90E-06,0,5
614,0.833333333,-1.31E-05,0,5
615,-3.266666667,1.32E-05,0,5
616,3.233333333,-5.79E-06,0,5
617,-4.133333333,6.97E-06,0,5
618,-3.366666667,-1.13E-05,0,5
619,1.933333333,6.27E-06,0,5
620,1.566666667,-1.08E-05,0,5
621,-2.566666667,7.62E-06,0,5
622,-1.8,-2.53E-06,0,5
623,2.266666667,-5.74E-06,0,5
624,-2.6,-5.62E-06,0,5
625,-2.2,-1.43E-06,0,5
626,-1.9,-7.83E-06,0,5
627,0.1,-1.57E-06,0,5
628,-0.8,-4.70E-06,0,5
629,1.266666667,-1.10E-05,0,5
630,0.783333333,-5.50E-06,0,5
631,-4.283333333,-1.10E-05,0,5
632,2.833333333,-2.34E-05,0,5
633,1.6,-7.88E-06,0,5
634,-3.8,4.64E-06,0,5
635,1.4,-4.64E-06,0,5
636,3.7,-6.80E-06,0,5
637,-1.8,6.59E-07,0,5
638,0.1,9.53E-06,0,5
639,-3.183333333,-4.92E-07,0,5
640,-2.266666667,6.39E-06,0,5
641,1.616666667,-1.30E-05,0,5
642,-0.4,-1.45E-05,0,5
643,-0.066666667,-1.31E-06,0,5
644,4.566666667,2.58E-06,0,5
645,-0.9,-1.30E-05,0,5
646,-1.466666667,-7.77E-06,0,5
647,0.4,-5.19E-06,0,5
648,2.433333333,-7.49E-06,0,5
649,-0.066666667,3.59E-06,0,5
650,-2.2,-1.09E-05,0,5
651,0.066666667,-4.12E-06,0,5
652,1.833333333,-1.18E-05,0,5
653,1.566666667,-7.01E-06,0,5
654,0.066666667,-5.67E-06,0,5
655,-1.2,-7.93E-06,0,5
656,-2.566666667,-1.17E-05,0,5
657,0.366666667,-1.17E-05,0,5
658,4.5,-7.64E-06,0,5
659,-2.9,-1.03E-05,0,5
660,0.666666667,-1.85E-06,0,5
661,0.7,-1.11E-05,0,5
662,0.533333333,-2.89E-06,0,5
663,-4.3,-1.17E-05,0,5
664,4.7,-4.65E-06,0,5
665,4,-1.09E-05,0,5
666,-2.966666667,-7.19E-06,0,5
667,-2.616666667,-3.38E-06,0,5
668,3.15,-3.06E-05,0,5
669,-1,-1.79E-05,0,5
670,2.066666667,-2.05E-06,0,5
671,2.3,-2.26E-06,0,5
672,-2.533333333,-9.22E-06,0,5
673,0.6,-3.26E-06,0,5
674,-3.283333333,8.15E-07,0,5
675,3.883333333,-1.09E-05,0,5
676,-4.433333333,6.75E-06,0,5
677,6.7,-7.31E-06,0,5
678,-3.266666667,-1.37E-05,0,5
679,2,5.18E-07,0,5
680,-2.2,-1.19E-05,0,5
681,-0.2,-1.70E-06,0,5
682,3.2,-7.47E-06,0,5
683,0.166666667,-1.49E-05,0,5
684,-0.533333333,-5.67E-06,0,5
685,1.616666667,2.47E-06,0,5
686,-0.5,-6.77E-06,0,5
687,-0.35,-4.90E-06,0,5
688,-1.333333333,-3.98E-05,0,5
689,3.433333333,-7.69E-06,0,5
690,2.3,-1.53E-05,0,5
691,0.866666667,-1.12E-05,0,5
692,-1.766666667,-8.19E-06,0,5
693,0.55,-3.23E-06,0,5
694,-1.416666667,-6.29E-06,0,5
695,1.533333333,-1.57E-05,0,5
696,-1.733333333,-1.31E-05,0,5
697,2.366666667,0,0,5
698,1.95,-1.17E-05,0,5
699,-2.6,-4.17E-06,0.2,5
700,15.3,1.86E-05,0.6,5
701,24.5,7.57E-05,1,5
702,25.95,8.03E-05,1,5
703,19.2,5.27E-05,1,5
704,25.06666667,2.82E-05,1,5
705,21.46666667,2.48E-05,1,5
706,19.9,9.08E-06,1,5
707,18.15,2.25E-05,1,5
708,25.1,4.80E-05,0.8,5
709,26.24666667,3.15E-05,1,5
710,17.20333333,1.38E-05,1,5
711,19.96666667,2.46E-05,1,5
712,25.18333333,9.58E-06,1,5
713,11,-6.57E-07,1,5
714,20.15333333,9.25E-06,1,5
715,16.59666667,2.54E-05,1,5
716,1.5,1.64E-05,1,5
717,29.11666667,5.92E-05,1,5
718,46.45,0.000110996,1,5
719,46.31666667,7.56E-05,1,5
720,30.70833333,6.19E-05,1,5
721,37.04166667,7.39E-05,1,5
722,26.06666667,7.56E-06,1,5
723,16.56666667,1.36E-05,1,5
724,2.183333333,1.59E-05,1,5
725,4.45,2.29E-05,1,5
726,3.433333333,1.58E-05,1,5
727,7.233333333,1.54E-05,1,5
